"","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"30899",2008,12,5,5,655,630,908,850,"US",1067,"N433US",133,140,117,18,25,"PVD","CLT",683,3,13,0,"",0,18,0,0,0,0
"30900",2008,12,5,5,655,655,647,640,"OO",2631,"N472CA",52,45,24,7,0,"GRR","MKE",120,4,24,0,"",0,NA,NA,NA,NA,NA
"30901",2008,12,5,5,655,655,750,755,"WN",1780,"N431WN",55,60,44,-5,0,"TUS","ABQ",321,4,7,0,"",0,NA,NA,NA,NA,NA
"30902",2008,12,5,5,655,655,752,800,"WN",426,"N616SW",57,65,43,-8,0,"LAX","LAS",236,6,8,0,"",0,NA,NA,NA,NA,NA
"30903",2008,12,5,5,655,655,803,815,"AA",1237,"N496AA",68,80,53,-12,0,"XNA","DFW",281,4,11,0,"",0,NA,NA,NA,NA,NA
"30904",2008,12,5,5,655,655,813,816,"UA",674,"N340UA",78,81,56,-3,0,"MSP","ORD",334,11,11,0,"",0,NA,NA,NA,NA,NA
"30905",2008,12,5,5,655,700,720,725,"MQ",4317,"N507MQ",85,85,44,-5,-5,"DTW","ORD",235,17,24,0,"",0,NA,NA,NA,NA,NA
"30906",2008,12,5,5,655,700,738,755,"WN",2692,"N241WN",43,55,31,-17,-5,"TPA","JAX",180,4,8,0,"",0,NA,NA,NA,NA,NA
"30907",2008,12,5,5,655,700,745,800,"AS",181,"N584AS",50,60,38,-15,-5,"ANC","FAI",261,3,9,0,"",0,NA,NA,NA,NA,NA
"30908",2008,12,5,5,655,700,749,806,"US",964,"N964UW",54,66,39,-17,-5,"SAV","CLT",213,6,9,0,"",0,NA,NA,NA,NA,NA
"30909",2008,12,5,5,655,700,804,818,"US",1507,"N174US",69,78,54,-14,-5,"JAX","CLT",329,5,10,0,"",0,NA,NA,NA,NA,NA
"30910",2008,12,5,5,655,700,806,818,"US",2160,"N721UW",71,78,40,-12,-5,"DCA","LGA",214,4,27,0,"",0,NA,NA,NA,NA,NA
"30911",2008,12,5,5,655,700,818,829,"FL",217,"N953AT",83,89,65,-11,-5,"PHF","BOS",464,9,9,0,"",0,NA,NA,NA,NA,NA
"30912",2008,12,5,5,655,700,822,827,"US",178,"N833AW",87,87,71,-5,-5,"SFO","LAS",414,4,12,0,"",0,NA,NA,NA,NA,NA
"30913",2008,12,5,5,655,700,822,830,"AA",1361,"N486AA",147,150,122,-8,-5,"SDF","DFW",733,7,18,0,"",0,NA,NA,NA,NA,NA
"30914",2008,12,5,5,655,700,826,817,"US",308,"N634AW",91,77,47,9,-5,"ATL","CLT",227,6,38,0,"",0,NA,NA,NA,NA,NA
"30915",2008,12,5,5,655,700,832,831,"F9",583,"N931FR",97,91,62,1,-5,"DEN","SLC",391,7,28,0,"",0,NA,NA,NA,NA,NA
"30916",2008,12,5,5,655,700,834,845,"AA",471,"N532AA",99,105,79,-11,-5,"MEM","DFW",432,6,14,0,"",0,NA,NA,NA,NA,NA
"30917",2008,12,5,5,655,700,836,838,"EV",5507,"N978EV",101,98,80,-2,-5,"CHO","ATL",457,5,16,0,"",0,NA,NA,NA,NA,NA
"30918",2008,12,5,5,655,700,838,850,"AA",1419,"N4XBAA",223,230,175,-12,-5,"STL","LAS",1372,30,18,0,"",0,NA,NA,NA,NA,NA
"30919",2008,12,5,5,655,700,842,845,"YV",2663,"N919FJ",107,105,87,-3,-5,"MDT","CLT",413,5,15,0,"",0,NA,NA,NA,NA,NA
"30920",2008,12,5,5,655,700,854,900,"WN",461,"N309SW",179,180,154,-6,-5,"BNA","DEN",1013,8,17,0,"",0,NA,NA,NA,NA,NA
"30921",2008,12,5,5,655,700,855,910,"OO",4385,"N368CA",180,190,156,-15,-5,"AUS","SLC",1085,11,13,0,"",0,NA,NA,NA,NA,NA
"30922",2008,12,5,5,655,700,930,953,"DL",1492,"N945DL",155,173,128,-23,-5,"PBI","LGA",1035,12,15,0,"",0,NA,NA,NA,NA,NA
"30923",2008,12,5,5,655,700,932,950,"MQ",4285,"N610MQ",97,110,83,-18,-5,"ORD","CLT",599,2,12,0,"",0,NA,NA,NA,NA,NA
"30924",2008,12,5,5,655,705,807,805,"MQ",4251,"N668MQ",72,60,43,2,-10,"CWA","ORD",213,17,12,0,"",0,NA,NA,NA,NA,NA
"30925",2008,12,5,5,656,650,838,821,"US",1631,"N423US",102,91,77,17,6,"IND","CLT",428,5,20,0,"",0,0,6,11,0,0
"30926",2008,12,5,5,656,655,823,845,"WN",726,"N340LV",147,170,134,-22,1,"TUL","PHX",935,4,9,0,"",0,NA,NA,NA,NA,NA
"30927",2008,12,5,5,656,655,828,830,"MQ",4024,"N663MQ",92,95,73,-2,1,"ORD","OMA",416,3,16,0,"",0,NA,NA,NA,NA,NA
"30928",2008,12,5,5,656,655,907,844,"UA",599,"N543UA",191,169,143,23,1,"BOS","ORD",867,18,30,0,"",0,0,0,23,0,0
"30929",2008,12,5,5,656,700,740,738,"F9",431,"N806FR",104,98,71,2,-4,"OMA","DEN",472,12,21,0,"",0,NA,NA,NA,NA,NA
"30930",2008,12,5,5,656,700,741,740,"WN",1045,"N299WN",105,100,84,1,-4,"AUS","ELP",528,3,18,0,"",0,NA,NA,NA,NA,NA
"30931",2008,12,5,5,656,700,745,755,"F9",769,"N807FR",109,115,78,-10,-4,"DEN","LAS",629,5,26,0,"",0,NA,NA,NA,NA,NA
"30932",2008,12,5,5,656,700,757,800,"WN",1338,"N345SA",61,60,46,-3,-4,"DAL","SAT",248,4,11,0,"",0,NA,NA,NA,NA,NA
"30933",2008,12,5,5,656,700,759,810,"MQ",3551,"N673MQ",63,70,45,-11,-4,"DFW","HOU",247,2,16,0,"",0,NA,NA,NA,NA,NA
"30934",2008,12,5,5,656,700,802,804,"NW",197,"N301NB",66,64,45,-2,-4,"FAR","MSP",223,5,16,0,"",0,NA,NA,NA,NA,NA
"30935",2008,12,5,5,656,700,805,800,"OO",7780,"N232SW",69,60,43,5,-4,"SUN","SLC",223,5,21,0,"",0,NA,NA,NA,NA,NA
"30936",2008,12,5,5,656,700,811,820,"WN",187,"N262WN",75,80,65,-9,-4,"HOU","TUL",453,3,7,0,"",0,NA,NA,NA,NA,NA
"30937",2008,12,5,5,656,700,812,816,"US",437,"N674AW",76,76,57,-4,-4,"SAN","LAS",258,4,15,0,"",0,NA,NA,NA,NA,NA
"30938",2008,12,5,5,656,700,812,817,"US",829,"N742PS",76,77,60,-5,-4,"RIC","CLT",256,3,13,0,"",0,NA,NA,NA,NA,NA
"30939",2008,12,5,5,656,700,816,813,"NW",795,"N536US",80,73,47,3,-4,"MSP","MKE",297,7,26,0,"",0,NA,NA,NA,NA,NA
"30940",2008,12,5,5,656,700,848,915,"WN",3092,"N369SW",112,135,100,-27,-4,"GEG","OAK",723,5,7,0,"",0,NA,NA,NA,NA,NA
"30941",2008,12,5,5,656,700,853,847,"DL",836,"N673DL",117,107,85,6,-4,"RSW","ATL",515,20,12,0,"",0,NA,NA,NA,NA,NA
"30942",2008,12,5,5,656,700,853,910,"WN",817,"N651SW",117,130,100,-17,-4,"SAT","BNA",822,5,12,0,"",0,NA,NA,NA,NA,NA
"30943",2008,12,5,5,656,700,914,925,"WN",1341,"N520SW",78,85,68,-11,-4,"ELP","AUS",528,4,6,0,"",0,NA,NA,NA,NA,NA
"30944",2008,12,5,5,656,700,918,927,"FL",620,"N149AT",142,147,126,-9,-4,"PHL","MCO",861,5,11,0,"",0,NA,NA,NA,NA,NA
"30945",2008,12,5,5,656,700,959,951,"OO",4716,"N613SK",123,111,99,8,-4,"LGB","SLC",589,14,10,0,"",0,NA,NA,NA,NA,NA
"30946",2008,12,5,5,656,702,811,815,"FL",878,"N979AT",75,73,58,-4,-6,"ROC","BWI",277,7,10,0,"",0,NA,NA,NA,NA,NA
"30947",2008,12,5,5,656,702,914,905,"NW",474,"N763NW",138,123,89,9,-6,"ATL","DTW",594,17,32,0,"",0,NA,NA,NA,NA,NA
"30948",2008,12,5,5,656,703,915,923,"NW",1136,"N786NC",79,80,47,-8,-7,"MKE","DTW",238,15,17,0,"",0,NA,NA,NA,NA,NA
"30949",2008,12,5,5,657,600,706,619,"UA",1205,"N848UA",69,79,46,47,57,"DTW","ORD",235,14,9,0,"",0,47,0,0,0,0
"30950",2008,12,5,5,657,659,932,943,"OO",5840,"N927SW",95,104,71,-11,-2,"ORD","ROA",531,3,21,0,"",0,NA,NA,NA,NA,NA
"30951",2008,12,5,5,657,700,739,750,"F9",823,"N921FR",102,110,79,-11,-3,"MCI","DEN",533,6,17,0,"",0,NA,NA,NA,NA,NA
"30952",2008,12,5,5,657,700,743,755,"MQ",3731,"N683MQ",46,55,28,-12,-3,"DFW","SHV",190,3,15,0,"",0,NA,NA,NA,NA,NA
"30953",2008,12,5,5,657,700,751,810,"AS",699,"N560AS",54,70,40,-19,-3,"GEG","SEA",224,4,10,0,"",0,NA,NA,NA,NA,NA
"30954",2008,12,5,5,657,700,759,834,"US",643,"N658AW",242,274,226,-35,-3,"CMH","LAS",1772,5,11,0,"",0,NA,NA,NA,NA,NA
"30955",2008,12,5,5,657,700,807,830,"WN",2415,"N341SW",130,150,118,-23,-3,"OKC","PHX",833,3,9,0,"",0,NA,NA,NA,NA,NA
"30956",2008,12,5,5,657,700,810,834,"AS",301,"N786AS",73,94,59,-24,-3,"PSP","SFO",421,5,9,0,"",0,NA,NA,NA,NA,NA
"30957",2008,12,5,5,657,700,814,825,"WN",352,"N436WN",77,85,58,-11,-3,"BUR","SMF",358,10,9,0,"",0,NA,NA,NA,NA,NA
"30958",2008,12,5,5,657,700,816,828,"NW",1160,"N778NC",79,88,63,-12,-3,"MCI","MEM",392,4,12,0,"",0,NA,NA,NA,NA,NA
"30959",2008,12,5,5,657,700,825,825,"WN",1504,"N709SW",88,85,72,0,-3,"OAK","SAN",446,4,12,0,"",0,NA,NA,NA,NA,NA
"30960",2008,12,5,5,657,700,828,840,"WN",3110,"N339SW",91,100,78,-12,-3,"DAL","STL",546,4,9,0,"",0,NA,NA,NA,NA,NA
"30961",2008,12,5,5,657,700,829,825,"AA",1565,"N561AA",92,85,63,4,-3,"ORD","MSP",334,6,23,0,"",0,NA,NA,NA,NA,NA
"30962",2008,12,5,5,657,700,833,835,"WN",1428,"N676SW",96,95,67,-2,-3,"SLC","ABQ",493,2,27,0,"",0,NA,NA,NA,NA,NA
"30963",2008,12,5,5,657,700,835,835,"DL",1073,"N686DA",98,95,61,0,-3,"RDU","ATL",356,21,16,0,"",0,NA,NA,NA,NA,NA
"30964",2008,12,5,5,657,700,837,833,"UA",669,"N583UA",160,153,125,4,-3,"LGA","ORD",733,14,21,0,"",0,NA,NA,NA,NA,NA
"30965",2008,12,5,5,657,700,842,835,"MQ",4431,"N682MQ",165,155,124,7,-3,"HPN","ORD",738,34,7,0,"",0,NA,NA,NA,NA,NA
"30966",2008,12,5,5,657,700,846,826,"DL",1624,"N908DA",109,86,63,20,-3,"SLC","DEN",391,9,37,0,"",0,0,0,20,0,0
"30967",2008,12,5,5,657,700,857,900,"DL",857,"N910DL",120,120,94,-3,-3,"PIT","ATL",526,15,11,0,"",0,NA,NA,NA,NA,NA
"30968",2008,12,5,5,657,700,924,928,"FL",390,"N899AT",147,148,121,-4,-3,"IND","RSW",946,3,23,0,"",0,NA,NA,NA,NA,NA
"30969",2008,12,5,5,657,700,931,925,"MQ",4145,"N628MQ",154,145,137,6,-3,"ORD","DAL",798,4,13,0,"",0,NA,NA,NA,NA,NA
"30970",2008,12,5,5,657,700,933,945,"WN",2439,"N224WN",156,165,143,-12,-3,"BUF","MCO",1011,6,7,0,"",0,NA,NA,NA,NA,NA
"30971",2008,12,5,5,657,700,940,949,"B6",521,"N523JB",163,169,135,-9,-3,"EWR","MCO",938,6,22,0,"",0,NA,NA,NA,NA,NA
"30972",2008,12,5,5,657,700,946,954,"FL",229,"N910AT",109,114,88,-8,-3,"MKE","BWI",641,6,15,0,"",0,NA,NA,NA,NA,NA
"30973",2008,12,5,5,657,702,748,805,"UA",283,"N432UA",111,123,93,-17,-5,"ATL","ORD",606,3,15,0,"",0,NA,NA,NA,NA,NA
"30974",2008,12,5,5,657,702,824,830,"US",1288,"N958UW",87,88,51,-6,-5,"PIT","LGA",335,7,29,0,"",0,NA,NA,NA,NA,NA
"30975",2008,12,5,5,657,705,727,740,"F9",188,"N934FR",90,95,74,-13,-8,"OKC","DEN",495,5,11,0,"",0,NA,NA,NA,NA,NA
"30976",2008,12,5,5,657,705,741,808,"B6",231,"N648JB",104,123,78,-27,-8,"SLC","LGB",589,3,23,0,"",0,NA,NA,NA,NA,NA
"30977",2008,12,5,5,657,705,812,820,"AA",690,"N237AA",75,75,55,-8,-8,"TUL","DFW",237,10,10,0,"",0,NA,NA,NA,NA,NA
"30978",2008,12,5,5,657,705,853,906,"OO",6734,"N973SW",116,121,90,-13,-8,"MSO","DEN",679,10,16,0,"",0,NA,NA,NA,NA,NA
"30979",2008,12,5,5,658,650,926,920,"XE",2584,"N21144",148,150,121,6,8,"DSM","IAH",802,6,21,0,"",0,NA,NA,NA,NA,NA
"30980",2008,12,5,5,658,655,859,846,"US",1019,"N418US",121,111,99,13,3,"EWR","CLT",529,3,19,0,"",0,NA,NA,NA,NA,NA
"30981",2008,12,5,5,658,655,920,900,"MQ",3542,"N518MQ",202,185,167,20,3,"CLE","DFW",1021,19,16,0,"",0,0,0,20,0,0
"30982",2008,12,5,5,658,700,748,800,"WN",4,"N443WN",50,60,40,-12,-2,"HOU","DAL",239,3,7,0,"",0,NA,NA,NA,NA,NA
"30983",2008,12,5,5,658,700,759,814,"CO",615,"N38424",61,74,41,-15,-2,"IAH","DFW",224,8,12,0,"",0,NA,NA,NA,NA,NA
"30984",2008,12,5,5,658,700,808,820,"WN",2116,"N786SW",130,140,112,-12,-2,"PHL","MDW",668,6,12,0,"",0,NA,NA,NA,NA,NA
"30985",2008,12,5,5,658,700,820,840,"WN",1553,"N775SW",142,160,126,-20,-2,"MDW","DEN",895,9,7,0,"",0,NA,NA,NA,NA,NA
"30986",2008,12,5,5,658,700,823,835,"WN",2195,"N453WN",85,95,75,-12,-2,"MCO","RDU",534,3,7,0,"",0,NA,NA,NA,NA,NA
"30987",2008,12,5,5,658,700,823,840,"WN",12,"N466WN",145,160,136,-17,-2,"MCO","HOU",848,4,5,0,"",0,NA,NA,NA,NA,NA
"30988",2008,12,5,5,658,700,824,857,"UA",1247,"N802UA",206,237,185,-33,-2,"DFW","SFO",1464,6,15,0,"",0,NA,NA,NA,NA,NA
"30989",2008,12,5,5,658,700,849,842,"DL",878,"N138DL",111,102,69,7,-2,"TPA","ATL",406,21,21,0,"",0,NA,NA,NA,NA,NA
"30990",2008,12,5,5,658,700,850,855,"WN",2876,"N382SW",172,175,161,-5,-2,"BWI","MCI",967,3,8,0,"",0,NA,NA,NA,NA,NA
"30991",2008,12,5,5,658,700,857,857,"DL",1638,"N680DA",119,117,80,0,-2,"PBI","ATL",545,31,8,0,"",0,NA,NA,NA,NA,NA
"30992",2008,12,5,5,658,700,906,908,"US",59,"N801AW",128,128,97,-2,-2,"BOI","PHX",735,4,27,0,"",0,NA,NA,NA,NA,NA
"30993",2008,12,5,5,658,700,916,910,"DL",1419,"N905DL",78,70,30,6,-2,"HSV","ATL",151,11,37,0,"",0,NA,NA,NA,NA,NA
"30994",2008,12,5,5,658,703,741,745,"HA",217,"N475HA",43,42,29,-4,-5,"KOA","HNL",163,6,8,0,"",0,NA,NA,NA,NA,NA
"30995",2008,12,5,5,658,705,954,942,"F9",815,"N905FR",116,97,81,12,-7,"DEN","MCI",533,6,29,0,"",0,NA,NA,NA,NA,NA
"30996",2008,12,5,5,658,708,850,909,"YV",7150,"N503MJ",112,121,96,-19,-10,"OKC","ORD",693,4,12,0,"",0,NA,NA,NA,NA,NA
"30997",2008,12,5,5,659,640,913,858,"DL",900,"N6714Q",134,138,96,15,19,"ATL","LGA",761,13,25,0,"",0,15,0,0,0,0
"30998",2008,12,5,5,659,649,929,928,"YV",7133,"N77181",90,99,70,1,10,"ORD","ROC",528,7,13,0,"",0,NA,NA,NA,NA,NA
"30999",2008,12,5,5,659,659,809,806,"CO",1102,"N36207",70,67,44,3,0,"DCA","EWR",199,9,17,0,"",0,NA,NA,NA,NA,NA
"31000",2008,12,5,5,659,700,703,715,"WN",1968,"N664WN",64,75,50,-12,-1,"PHX","ONT",325,4,10,0,"",0,NA,NA,NA,NA,NA
"31001",2008,12,5,5,659,700,745,750,"WN",2465,"N401WN",46,50,29,-5,-1,"RSW","MCO",133,6,11,0,"",0,NA,NA,NA,NA,NA
"31002",2008,12,5,5,659,700,747,755,"WN",2101,"N329SW",168,175,143,-8,-1,"IND","DEN",977,6,19,0,"",0,NA,NA,NA,NA,NA
"31003",2008,12,5,5,659,700,748,754,"F9",765,"N941FR",169,174,140,-6,-1,"IND","DEN",977,9,20,0,"",0,NA,NA,NA,NA,NA
"31004",2008,12,5,5,659,700,755,800,"WN",1,"N333SW",56,60,43,-5,-1,"DAL","HOU",239,3,10,0,"",0,NA,NA,NA,NA,NA
"31005",2008,12,5,5,659,700,758,800,"WN",1424,"N633SW",59,60,40,-2,-1,"RDU","BWI",255,7,12,0,"",0,NA,NA,NA,NA,NA
"31006",2008,12,5,5,659,700,803,813,"US",101,"N812AW",64,73,39,-10,-1,"LAS","LAX",236,14,11,0,"",0,NA,NA,NA,NA,NA
"31007",2008,12,5,5,659,700,816,835,"WN",1928,"N336SW",77,95,63,-19,-1,"LAS","OAK",407,6,8,0,"",0,NA,NA,NA,NA,NA
"31008",2008,12,5,5,659,700,824,820,"EV",5275,"N823AS",85,80,60,4,-1,"FAY","ATL",331,17,8,0,"",0,NA,NA,NA,NA,NA
"31009",2008,12,5,5,659,700,827,825,"WN",801,"N238WN",88,85,64,2,-1,"MCI","BNA",491,5,19,0,"",0,NA,NA,NA,NA,NA
"31010",2008,12,5,5,659,700,829,835,"WN",449,"N358SW",90,95,73,-6,-1,"SAN","RNO",488,3,14,0,"",0,NA,NA,NA,NA,NA
"31011",2008,12,5,5,659,700,915,856,"DL",1541,"N3736C",136,116,93,19,-1,"IAD","ATL",533,10,33,0,"",0,0,0,19,0,0
"31012",2008,12,5,5,659,700,915,917,"FL",481,"N935AT",136,137,117,-2,-1,"BWI","MCO",787,7,12,0,"",0,NA,NA,NA,NA,NA
"31013",2008,12,5,5,659,700,919,925,"MQ",4136,"N513MQ",80,85,51,-6,-1,"ORD","DTW",235,10,19,0,"",0,NA,NA,NA,NA,NA
"31014",2008,12,5,5,659,700,935,953,"EV",5592,"N878AS",96,113,83,-18,-1,"TUL","CVG",646,6,7,0,"",0,NA,NA,NA,NA,NA
"31015",2008,12,5,5,659,700,943,950,"WN",645,"N766SW",104,110,94,-7,-1,"SJC","PHX",621,3,7,0,"",0,NA,NA,NA,NA,NA
"31016",2008,12,5,5,659,701,924,921,"NW",1110,"N334NW",85,80,53,3,-2,"ORD","DTW",235,9,23,0,"",0,NA,NA,NA,NA,NA
"31017",2008,12,5,5,659,705,812,815,"WN",2950,"N625SW",133,130,118,-3,-6,"HOU","ABQ",759,4,11,0,"",0,NA,NA,NA,NA,NA
"31018",2008,12,5,5,659,705,830,810,"AA",1402,"N544AA",91,65,38,20,-6,"AUS","DFW",190,35,18,0,"",0,0,0,20,0,0
"31019",2008,12,5,5,659,705,835,905,"AA",579,"N4XRAA",216,240,191,-30,-6,"AUS","SJC",1476,2,23,0,"",0,NA,NA,NA,NA,NA
"31020",2008,12,5,5,659,705,901,920,"AA",2081,"N4YAAA",182,195,156,-19,-6,"DTW","DFW",987,13,13,0,"",0,NA,NA,NA,NA,NA
"31021",2008,12,5,5,659,705,914,945,"AA",1404,"N4YRAA",135,160,121,-31,-6,"IAH","ORD",925,7,7,0,"",0,NA,NA,NA,NA,NA
"31022",2008,12,5,5,659,707,832,849,"XE",2143,"N12567",153,162,139,-17,-8,"GSP","IAH",838,5,9,0,"",0,NA,NA,NA,NA,NA
"31023",2008,12,5,5,659,707,909,940,"UA",403,"N541UA",250,273,230,-31,-8,"LGA","DEN",1619,6,14,0,"",0,NA,NA,NA,NA,NA
"31024",2008,12,5,5,659,710,806,827,"US",1070,"N104UW",67,77,48,-21,-11,"BUF","PHL",279,7,12,0,"",0,NA,NA,NA,NA,NA
"31025",2008,12,5,5,659,715,850,857,"US",1020,"N202UW",111,102,74,-7,-16,"BOS","PHL",280,6,31,0,"",0,NA,NA,NA,NA,NA
"31026",2008,12,5,5,700,653,809,817,"YV",7057,"N521LR",129,144,116,-8,7,"CHS","ORD",760,4,9,0,"",0,NA,NA,NA,NA,NA
"31027",2008,12,5,5,700,655,820,820,"WN",358,"N914WN",80,85,70,0,5,"MSY","DAL",437,3,7,0,"",0,NA,NA,NA,NA,NA
"31028",2008,12,5,5,700,700,724,718,"OH",6613,"N933CA",84,78,52,6,0,"CVG","ORD",264,9,23,0,"",0,NA,NA,NA,NA,NA
"31029",2008,12,5,5,700,700,752,750,"OH",6480,"N34CA",52,50,22,2,0,"IND","CVG",98,5,25,0,"",0,NA,NA,NA,NA,NA
"31030",2008,12,5,5,700,700,806,820,"US",2117,"N730US",66,80,54,-14,0,"BOS","LGA",185,5,7,0,"",0,NA,NA,NA,NA,NA
"31031",2008,12,5,5,700,700,810,755,"OH",6443,"N779CA",130,115,105,15,0,"DCA","HSV",613,5,20,0,"",0,0,0,15,0,0
"31032",2008,12,5,5,700,700,830,830,"YV",2631,"N909FJ",90,90,65,0,0,"SDF","CLT",336,9,16,0,"",0,NA,NA,NA,NA,NA
"31033",2008,12,5,5,700,700,831,827,"B6",1432,"N184JB",91,87,67,4,0,"SFO","LGB",354,4,20,0,"",0,NA,NA,NA,NA,NA
"31034",2008,12,5,5,700,700,840,838,"OH",6634,"N814CA",100,98,63,2,0,"DCA","BOS",399,5,32,0,"",0,NA,NA,NA,NA,NA
"31035",2008,12,5,5,700,700,913,920,"WN",1753,"N338SW",133,140,120,-7,0,"IAD","TPA",810,3,10,0,"",0,NA,NA,NA,NA,NA
"31036",2008,12,5,5,700,700,919,837,"DL",1055,"N3767",139,97,78,42,0,"DAY","ATL",432,11,50,0,"",0,0,0,42,0,0
"31037",2008,12,5,5,700,700,933,940,"WN",15,"N638SW",93,100,76,-7,0,"ABQ","DAL",580,4,13,0,"",0,NA,NA,NA,NA,NA
"31038",2008,12,5,5,700,700,946,932,"XE",2601,"N11119",226,212,190,14,0,"EWR","XNA",1130,5,31,0,"",0,NA,NA,NA,NA,NA
"31039",2008,12,5,5,700,700,956,956,"OH",6544,"N932CA",116,116,94,0,0,"OMA","CVG",614,3,19,0,"",0,NA,NA,NA,NA,NA
"31040",2008,12,5,5,700,701,838,902,"UA",657,"N831UA",218,241,194,-24,-1,"AUS","SFO",1504,8,16,0,"",0,NA,NA,NA,NA,NA
"31041",2008,12,5,5,700,705,758,800,"WN",1322,"N424WN",58,55,40,-2,-5,"FLL","TPA",197,2,16,0,"",0,NA,NA,NA,NA,NA
"31042",2008,12,5,5,700,705,833,835,"MQ",3165,"N823MQ",93,90,73,-2,-5,"SFO","SNA",372,5,15,0,"",0,NA,NA,NA,NA,NA
"31043",2008,12,5,5,700,705,849,900,"AA",845,"N580AA",169,175,152,-11,-5,"JAX","DFW",919,6,11,0,"",0,NA,NA,NA,NA,NA
"31044",2008,12,5,5,700,705,852,855,"AA",1231,"N453AA",172,170,146,-3,-5,"DAY","DFW",861,6,20,0,"",0,NA,NA,NA,NA,NA
"31045",2008,12,5,5,700,705,854,911,"US",1678,"N700UW",114,126,99,-17,-5,"TPA","DCA",814,5,10,0,"",0,NA,NA,NA,NA,NA
"31046",2008,12,5,5,700,705,917,927,"NW",372,"N315US",77,82,49,-10,-5,"MSN","DTW",312,13,15,0,"",0,NA,NA,NA,NA,NA
"31047",2008,12,5,5,700,705,936,945,"OH",6486,"N408CA",96,100,78,-9,-5,"DSM","CVG",505,1,17,0,"",0,NA,NA,NA,NA,NA
"31048",2008,12,5,5,700,710,732,801,"YV",2639,"N933LR",32,51,23,-29,-10,"GSO","CLT",83,4,5,0,"",0,NA,NA,NA,NA,NA
"31049",2008,12,5,5,700,710,837,838,"US",1775,"N704US",97,88,70,-1,-10,"DCA","CLT",331,1,26,0,"",0,NA,NA,NA,NA,NA
"31050",2008,12,5,5,701,605,959,916,"B6",900,"N198JB",118,131,95,43,56,"ORD","JFK",740,4,19,0,"",0,43,0,0,0,0
"31051",2008,12,5,5,701,625,952,930,"MQ",4420,"N724MQ",111,125,93,22,36,"ORD","HPN",738,3,15,0,"",0,22,0,0,0,0
"31052",2008,12,5,5,701,700,739,745,"WN",635,"N458WN",98,105,70,-6,1,"OMA","DEN",472,9,19,0,"",0,NA,NA,NA,NA,NA
"31053",2008,12,5,5,701,700,758,755,"MQ",4704,"N820MQ",57,55,37,3,1,"SGF","STL",195,7,13,0,"",0,NA,NA,NA,NA,NA
"31054",2008,12,5,5,701,700,821,820,"MQ",4507,"N503MQ",140,140,104,1,1,"RDU","ORD",647,11,25,0,"",0,NA,NA,NA,NA,NA
"31055",2008,12,5,5,701,700,854,845,"MQ",4143,"N613MQ",113,105,85,9,1,"ORD","MEM",491,6,22,0,"",0,NA,NA,NA,NA,NA
"31056",2008,12,5,5,701,700,903,915,"WN",89,"N288WN",242,255,220,-12,1,"BHM","LAS",1618,4,18,0,"",0,NA,NA,NA,NA,NA
"31057",2008,12,5,5,701,700,920,936,"UA",1133,"N561UA",259,276,226,-16,1,"EWR","DEN",1605,9,24,0,"",0,NA,NA,NA,NA,NA
"31058",2008,12,5,5,701,700,922,912,"XE",3129,"N13975",141,132,106,10,1,"MCI","IAH",643,16,19,0,"",0,NA,NA,NA,NA,NA
"31059",2008,12,5,5,701,705,756,811,"AS",47,"N797AS",55,66,44,-15,-4,"ANC","ADQ",252,4,7,0,"",0,NA,NA,NA,NA,NA
"31060",2008,12,5,5,701,705,759,805,"WN",7,"N641SW",58,60,45,-6,-4,"TUL","DAL",237,5,8,0,"",0,NA,NA,NA,NA,NA
"31061",2008,12,5,5,701,705,759,807,"US",1748,"N113UW",58,62,46,-8,-4,"LAX","LAS",236,5,7,0,"",0,NA,NA,NA,NA,NA
"31062",2008,12,5,5,701,705,804,805,"WN",1522,"N400WN",63,60,52,-1,-4,"SJC","BUR",296,2,9,0,"",0,NA,NA,NA,NA,NA
"31063",2008,12,5,5,701,705,826,836,"UA",530,"N479UA",85,91,67,-10,-4,"ORD","MSP",334,9,9,0,"",0,NA,NA,NA,NA,NA
"31064",2008,12,5,5,701,705,831,840,"WN",628,"N357SW",150,155,135,-9,-4,"MCO","STL",880,5,10,0,"",0,NA,NA,NA,NA,NA
"31065",2008,12,5,5,701,705,833,806,"NW",613,"N347NW",92,61,38,27,-4,"FSD","MSP",197,12,42,0,"",0,0,0,27,0,0
"31066",2008,12,5,5,701,705,902,910,"WN",110,"N724SW",61,65,50,-8,-4,"MDW","SDF",271,4,7,0,"",0,NA,NA,NA,NA,NA
"31067",2008,12,5,5,701,705,916,932,"CO",193,"N12216",135,147,118,-16,-4,"MCO","EWR",938,6,11,0,"",0,NA,NA,NA,NA,NA
"31068",2008,12,5,5,701,705,944,928,"AS",580,"N612AS",163,143,126,16,-4,"PDX","SNA",859,8,29,0,"",0,0,0,16,0,0
"31069",2008,12,5,5,701,710,930,943,"DL",670,"N965DL",149,153,120,-13,-9,"MCO","JFK",944,13,16,0,"",0,NA,NA,NA,NA,NA
